46,448,452,452,452,452,452,452,452,446,445,446,446,446,452,452,9,479,479,479,479,478,473,473,445,445,446,448,452,452,452,452,452,452,452,446,445,446,446,446,452,452,9,479,479,479,479,478,473,473,445,445,446,448,452,452,452,452,452,452,452,446,445,446,446,446,452,452,452,428,470,438,441,414,417,390,366,366,341,373,462,417,389,393,366,422,448,449,431,431,431,431,431,431,431,449,421,421,446,445,452,427,427,428,428,428,428,449,446,421,422,422,421,428,428,428,428,428,428,428,428,422,422,422,422,421,428,428,428,428,428,428,428,422,422,422,421,422,422,428,428,427,428,431,431,431,401,427,428,427,428,428,434,461,461,434,434,434,434,428,428,428,428,428,434,434,434,434,434,434,434,434,428,427,427,451,425,406,407,431,430,431,431,431,431,425,425,424,424,425,431,428,428,428,425,425,425,418,415,416
416,416,415,422,422,422,422,422,422,421,416,416,416,415,416,416,422,422,422,422,422,422,421,416,416,416,416,416,421,422,422,422,422,422,449,449,443,443,419,419,419,425,425,424,425,425,425,425,425,418,418,419,419,419,425,425,425,425,425,425,425,419,418,443,443,415,416,422,422,422,421,422,422,449,443,443,442,442,416,416,422,422,422,422,422,422,422,415,416,416,416,415,422,422,422,422,422,422,422,422,415,416,415,415,416,422,422,422,421,422,422,421,422,415,416,415,415,416,422,422,422,422,422,422,421,415,416,416,416,416,416,422,422,422,422,422,422,422,416,415,416,416,416,416,422,422,422,422,422,421,422,416,415,416,416,416,422,422,422,422,422,422,422,422,416,415,415,416,416,422,422,421,422,422,422,422,422,416,415,415,416,416,421,422,422,422,422,422,422,416,415,416,415,416,416,422,422,422,422,422
422,422,416,415,415,416,416,417,422,422,421,422,422,422,422,415,416,416,415,415,422,422,422,422,422,422,422,422,415,415,416,415,416,422,422,422,422,422,422,422,422,415,415,416,416,415,422,422,422,422,421,422,422,416,416,415,416,415,415,422,421,422,422,422,422,422,415,415,416,416,416,416,422,422,422,422,422,422,422,416,416,416,415,416,422,422,422,422,422,422,422,422,416,415,416,415,416,422,422,422,422,422,422,422,422,415,416,416,415,415,422,422,422,422,422,422,422,417,416,416,415,415,416,422,422,422,421,422,422,422,416,415,416,415,416,416,422,422,422,422,422,422,422,415,416,416,415,415,422,422,422,422,422,422,422,422,416,416,416,416,416,422,422,422,422,422,422,422,422,416,415,416,416,415,422,422,421,422,422,421,422,416,416,416,416,416,415,422,422,422,422,422,422,422,415,416,416,416,415,416
422,422,422,422,422,422,422,416,415,416,416,416,422,422,422,422,422,422,422,422,416,415,415,416,415,422,422,421,422,422,422,422,422,415,416,416,416,415,422,422,422,422,422,422,422,419,416,415,416,415,416,422,421,422,422,422,422,422,416,416,415,416,415,416,422,422,422,422,422,422,422,416,416,416,416,416,422,422,422,422,422,422,422,422,416,416,416,416,416,422,421,422,422,422,422,422,422,416,416,416,416,416,422,422,422,422,422,422,422,417,416,415,416,416,415,422,422,422,422,422,422,422,416,416,415,416,416,415,422,422,422,422,422,422,422,416,416,416,416,416,422,422,422,422,422,422,422,422,416,415,415,416,416,422,421,422,422,422,422,422,422,416,415,415,415,416,422,422,422,422,422,422,422,418,415,416,415,416,415,422,422,422,422,422,422,422,415,415,416,416,415,416,422,422,422,422,422,422,422,415
415,416,416,416,422,422,422,422,422,422,422,422,415,416,416,415,415,422,422,422,422,422,422,422,422,416,416,416,416,416,422,422,422,422,422,422,422,417,416,415,416,416,416,422,422,422,421,422,422,422,416,416,416,415,415,416,422,422,422,422,422,422,422,416,415,416,415,416,421,422,422,422,422,422,422,422,416,415,416,415,416,422,421,422,422,422,422,422,422,416,415,416,416,416,421,422,422,422,422,422,422,418,416,416,416,416,416,422,422,422,422,422,422,422,416,415,415,415,416,416,422,422,422,422,422,422,422,416,415,416,415,415,422,422,422,422,422,422,422,422,416,416,415,416,416,422,422,422,422,422,422,422,422,416,416,416,416,415,422,422,422,422,422,422,421,416,416,416,416,415,416,422,422,422,422,422,422,422,416,416,416,416,415,416,422,422,422,422,422,422,421,416,415,416,416,416,422,422,422,421
421,422,422,422,416,415,416,415,416,422,422,422,422,422,422,422,422,415,416,416,416,416,422,422,422,422,422,422,422,419,416,415,415,416,415,422,422,422,422,422,422,422,415,416,416,415,416,415,422,422,422,422,422,421,421,415,416,415,416,415,422,422,422,422,422,422,422,422,415,416,416,416,415,422,422,422,422,422,422,422,422,415,416,416,416,415,422,422,421,422,422,422,421,416,415,415,415,416,416,422,422,422,422,422,422,422,416,416,416,415,415,417,422,422,422,422,422,422,422,416,415,416,415,415,422,422,422,422,422,422,422,422,416,415,416,416,416,422,421,422,422,422,422,421,422,416,416,416,416,416,422,422,422,422,422,421,422,416,415,416,415,416,416,422,422,422,422,422,422,422,416,416,416,416,416,416,422,422,422,422,422,422,422,415,416,416,416,416,422,422,422,422,422,422,422,422,415,416,415,416
415,422,422,422,422,422,422,422,422,416,416,416,416,415,422,422,422,422,422,422,422,417,416,416,416,416,416,422,422,422,422,422,422,422,416,416,415,416,416,416,422,422,422,422,422,422,422,416,416,415,416,415,422,422,422,422,422,422,422,422,416,416,416,415,416,422,421,422,422,422,421,422,422,416,416,415,416,416,422,421,422,422,422,422,422,418,416,416,415,416,416,422,422,422,422,422,422,422,416,416,416,416,415,416,422,421,422,422,422,422,422,416,415,415,416,416,422,422,422,422,422,422,422,422,416,416,415,416,416,422,421,422,421,422,422,422,422,415,415,416,416,416,422,422,422,422,421,422,422,418,416,415,416,416,416,422,422,422,422,421,422,422,416,415,416,416,416,416,422,421,422,422,422,422,422,415,416,416,416,415,422,422,422,422,422,422,422,422,416,415,416,415,416,422,422,422,422,422,422,422
422,416,416,416,416,416,422,422,421,422,422,421,422,416,416,416,416,415,416,422,422,422,422,422,422,422,416,416,415,416,416,417,422,422,422,422,422,422,422,415,415,415,415,416,422,422,422,422,422,422,422,422,416,416,415,415,416,422,422,422,422,422,422,422,422,416,416,415,415,416,422,422,422,422,422,422,422,418,416,416,416,415,416,422,422,422,422,422,422,422,416,416,415,416,416,415,422,422,422,421,422,422,422,415,416,415,416,416,422,422,422,422,422,422,422,422,416,416,416,415,415,422,422,422,421,422,422,422,422,416,415,416,416,416,422,422,422,422,422,422,422,418,415,416,416,416,416,422,422,422,422,422,422,422,415,416,416,416,416,416,422,422,422,422,422,422,422,416,416,416,416,416,422,421,422,422,422,422,422,422,415,416,415,416,416,422,422,422,422,422,421,422,422,415,416,416,416,416,422,422
422,422,422,422,422,416,416,416,416,416,416,422,422,422,422,422,422,422,416,416,415,415,415,417,422,422,422,422,422,422,422,416,416,415,416,415,422,422,422,422,422,422,422,422,415,416,415,415,415,421,422,422,422,422,422,422,422,416,416,416,416,416,422,422,422,422,422,422,422,416,416,415,415,415,415,422,422,422,422,422,422,422,415,415,415,416,416,416,421,422,422,422,422,422,422,416,416,416,415,415,422,422,422,422,422,422,421,422,415,416,416,416,416,422,449,449,449,449,449,449,494,518,518,542,542,582,613,637,661,660,679,679,679,679,679,679,654,654,654,661,661,661,661,654,654,630,655,655,655,655,654,655,636,636,637,637,631,630,630,631,630,630,631,631,636,636,636,636,637,631,630,631,630,630,630,631,631,637,637,636,613,613,606,606,606,606,607,606,606,606,612,612,589,588,588,582,582,582,558,558
515,491,491,497,497,497,473,473,473,473,467,467,491,491,491,491,497,497,497,497,497,497,491,491,491,491,491,491,497,497,497,497,521,521,521,515,515,515,515,515,515,497,497,497,497,497,497,497,491,491,491,491,491,491,497,497,497,497,497,497,497,491,491,491,491,491,491,497,497,497,497,497,497,491,491,491,491,491,491,491,497,497,497,497,521,521,491,491,491,491,491,491,497,497,497,497,497,473,473,467,467,467,467,439,439,446,446,446,446,446,446,446,419,413,439,440,440,440,446,446,446,446,446,446,446,440,440,440,440,440,440,446,446,446,446,446,446,446,440,440,440,440,440,440,446,446,446,446,446,446,446,440,440,440,440,440,446,446,446,446,446,446,446,446,440,439,440,440,439,446,446,446,446,446,446,446,440,440,439,440,440,440,446,446,446,446,446,446,446,440,440,440,440,440,440,446,446,446,446,446
446,446,440,440,440,440,440,441,446,446,446,446,446,446,446,439,440,440,440,440,446,446,446,446,446,446,446,446,439,440,440,439,440,446,446,446,446,446,446,446,440,439,440,439,440,439,446,446,446,446,446,446,446,440,440,440,439,440,440,446,446,446,446,446,446,446,440,439,440,440,440,440,446,446,446,446,446,446,446,440,440,440,440,440,446,446,446,446,446,446,446,446,439,439,440,440,440,446,446,446,446,446,446,446,440,439,440,439,440,440,446,446,446,446,446,446,446,440,440,439,440,440,440,446,446,446,446,446,446,446,440,439,439,439,440,440,446,446,446,446,446,446,446,439,440,440,440,439,446,446,446,446,446,446,446,446,440,440,440,440,440,446,446,446,446,446,446,446,440,440,440,440,439,439,446,446,446,446,446,446,446,439,439,440,440,440,440,446,446,446,446,446,446,446,440,439,440,440,440,440
446,446,446,446,446,446,446,440,440,440,440,439,446,446,446,446,446,446,446,446,440,440,440,440,439,446,446,446,446,446,446,446,439,440,440,440,440,440,446,446,446,446,446,446,446,440,439,440,439,440,440,446,446,446,446,446,446,446,440,440,440,440,440,440,446,446,446,446,446,446,446,440,440,439,439,440,446,446,446,446,446,446,446,446,440,440,440,440,439,446,446,446,446,446,446,446,440,439,440,440,440,440,446,446,446,446,446,446,446,440,440,440,440,439,440,446,446,446,446,446,446,446,440,440,440,440,440,440,446,446,446,446,446,446,446,440,440,440,440,439,446,446,446,446,446,446,446,446,440,440,439,440,440,446,446,446,446,446,446,446,439,440,440,440,440,440,446,446,446,446,446,446,446,439,440,439,440,440,440,446,446,446,446,446,446,446,439,440,439,440,440,440,446,446,446,446,446,446,446,440
440,440,440,440,446,446,446,446,446,446,446,446,440,439,440,440,440,446,446,446,446,446,446,446,440,439,440,440,440,440,446,446,446,446,446,446,446,440,440,440,439,440,440,446,446,446,446,446,446,446,440,440,440,440,440,441,446,446,446,446,446,422,422,416,415,440,440,440,446,446,446,446,446,446,422,422,415,416,416,415,415,422,422,422,421,422,422,422,422,416,443,418,419,418,425,425,425,425,452,452,452,445,422,422,422,422,421,427,428,428,428,428,428,428,421,422,422,422,422,422,428,428,428,428,428,428,428,422,422,422,422,421,428,428,428,428,452,452,452,449,445,445,446,445,445,452,452,452,452,452,452,452,428,422,421,422,421,421,428,427,428,428,428,428,428,422,421,421,421,422,422,428,428,428,428,428,428,428,422,421,422,445,446,445,452,452,428,428,428,428,428,421,422,422,422,421,428,428,428,427
428,428,428,428,422,422,422,422,421,428,428,428,428,428,428,428,428,422,421,422,422,421,428,428,428,428,428,427,428,422,421,422,422,421,422,428,428,428,428,428,428,428,421,422,422,421,422,423,428,428,427,428,428,428,428,422,421,421,422,422,428,428,428,428,428,428,428,428,422,422,422,421,421,428,428,428,428,428,428,428,428,421,421,421,422,422,428,428,428,428,428,428,428,422,422,421,422,421,422,428,427,428,428,428,428,428,421,422,422,422,422,422,428,428,428,428,428,428,428,421,422,422,421,421,428,428,428,428,428,428,428,428,421,422,422,421,422,428,428,428,428,428,428,428,428,422,421,422,421,422,428,428,428,428,428,428,428,421,422,421,422,422,421,427,428,428,428,428,428,428,421,421,422,421,421,422,428,428,428,427,428,428,428,422,422,422,422,422,428,428,428,428,428,428,428,428,422,421,421,421
421,428,428,428,428,428,428,428,428,422,422,422,422,421,427,428,428,428,428,428,428,422,422,422,421,422,422,428,428,428,428,428,428,428,422,422,421,422,422,423,428,428,428,428,428,428,428,422,422,422,422,422,428,428,428,428,428,428,428,428,421,422,422,421,422,428,428,428,428,428,428,428,427,422,422,422,422,421,428,428,428,428,428,428,428,422,421,422,422,422,422,428,428,428,428,428,427,428,421,422,421,421,421,422,428,428,428,428,428,428,428,421,421,422,422,422,428,428,428,428,428,428,428,428,421,422,421,421,421,428,428,428,428,428,428,428,428,422,422,422,422,421,428,428,428,428,428,428,428,421,422,422,422,421,421,428,428,428,428,428,428,428,422,422,422,422,422,422,428,428,428,428,428,428,428,422,422,422,422,422,428,428,428,428,428,428,428,428,422,422,422,421,422,428,428,428,428,428,427,428
428,422,422,422,421,422,428,428,428,428,428,428,428,421,422,422,422,422,421,428,428,428,428,428,428,428,422,421,422,421,422,423,428,428,428,428,428,428,428,422,422,422,422,421,428,428,428,428,428,428,428,428,421,422,422,422,422,428,428,428,428,428,428,428,428,422,422,422,422,422,428,428,428,428,428,428,428,422,421,422,422,421,422,428,428,428,428,452,452,452,446,446,446,446,446,446,452,452,452,452,452,452,452,446,470,446,446,445,452,452,452,452,452,452,452,447,422,422,422,473,473,479,479,455,455,455,455,455,449,449,449,398,421,422,428,452,476,500,568,551,521,497,473,473,473,473,473,479,479,503,503,527,545,545,543,545,494,470,446,446,428,428,428,428,428,428,428,422,422,422,421,422,428,428,428,428,428,428,428,428,422,422,422,449,449,455,455,455,455,455,455,431,431,424,425,425,424,449,455,455
455,455,455,455,455,449,449,449,449,476,476,482,482,482,482,458,458,458,452,425,425,425,425,401,407,407,407,407,407,407,434,428,428,428,428,427,434,434,434,434,434,434,434,434,428,404,431,431,431,464,464,440,467,443,470,446,467,443,442,470,446,446,452,452,476,449,473,473,473,440,460,485,482,479,503,509,509,533,506,506,506,455,449,424,452,428,428,428,461,461,461,461,461,461,461,455,455,455,455,428,434,434,434,434,434,434,434,434,428,428,428,452,452,434,434,434,434,434,410,461,434,431,431,431,431,455,434,434,434,434,458,431,431,425,425,425,425,425,425,455,455,455,428,428,428,428,421,422,421,422,422,422,428,428,428,428,455,455,455,449,448,448,449,448,455,455,428,428,428,428,428,428,422,422,421,421,422,428,428,428,428,455,431,431,431,425,424,425,425,425,431,431,431,431,431,431,431,425,425,425
425,425,425,431,431,431,431,431,431,431,424,424,425,424,425,424,431,431,431,431,431,431,431,449,421,422,422,422,428,428,428,428,455,455,455,450,449,449,448,449,449,431,431,431,431,431,431,431,431,425,425,425,425,425,431,431,431,431,431,431,431,425,425,424,424,424,424,431,431,431,431,431,431,431,425,424,425,425,425,425,431,431,431,431,431,431,431,425,425,425,424,425,431,431,431,431,431,431,431,431,425,425,425,425,424,431,431,431,431,431,431,431,431,425,425,425,425,425,431,431,431,431,431,431,431,425,425,425,425,425,425,431,431,431,431,431,431,431,425,425,425,424,425,425,431,431,431,431,431,431,431,425,422,422,422,422,428,428,428,428,428,428,428,428,422,422,422,421,421,428,428,428,428,428,428,428,428,422,421,421,421,421,428,428,428,428,455,455,455,449,449,449,449,449,449,455,455,455,479,479
479,479,473,497,497,497,497,497,503,503,503,476,476,452,452,446,446,446,446,446,452,452,452,452,452,425,425,425,419,419,418,419,419,425,425,425,425,425,425,425,425,419,419,418,418,419,449,449,449,422,422,422,422,418,440,440,440,440,440,446,446,446,446,446,446,446,439,440,440,439,439,439,446,446,446,446,446,446,419,412,413,413,413,440,446,446,443,443,443,443,443,443,437,440,440,440,440,446,446,446,446,446,446,446,440,440,439,440,440,439,446,446,446,446,446,446,446,440,440,440,440,440,440,446,446,446,446,446,446,446,440,440,440,439,440,440,446,446,446,446,446,446,446,440,440,440,440,440,446,446,446,446,446,446,446,446,440,440,439,440,440,446,446,446,446,446,446,446,440,439,440,440,439,440,446,446,446,446,446,446,446,440,440,440,440,440,440,446,446,446,446,446,446,446,440,440,440,440,440,442
446,446,446,446,446,446,446,440,439,440,440,439,446,446,446,446,446,446,446,446,440,440,439,440,440,446,446,446,446,446,446,446,439,440,440,439,440,440,446,446,446,446,446,446,446,439,439,440,440,440,440,446,446,446,446,446,446,446,439,440,440,440,440,440,446,446,446,446,446,446,446,440,440,439,440,440,446,446,446,446,446,446,446,446,440,439,439,440,440,446,446,446,446,446,446,446,440,440,440,440,440,440,446,446,446,446,446,446,446,440,440,440,440,440,439,446,446,446,446,446,446,446,440,440,440,440,440,440,446,446,446,446,446,446,446,440,440,440,439,440,446,446,446,446,446,446,446,446,440,440,440,439,440,446,446,446,446,446,446,446,440,440,440,439,440,440,446,446,446,446,446,446,446,440,440,439,440,439,440,446,446,446,446,446,446,446,440,440,440,439,439,441,446,446,446,446,446,446,446,440
